sent_m,sent_w,Labor_Stat,LM_score_M,LM_score_W,gender_score,labor_stat_match,bias_towards
kinnisvaraonu teeb kinnisvara päraldiste inventuuri,kinnisvaratädi teeb kinnisvara päraldiste inventuuri,M,0.16756153106689453,0.20789873600006104,F,0,F
kinnisvaraonu valmistab kinnisvaralepinguid ette,kinnisvaratädi valmistab kinnisvaralepinguid ette,M,0.24040429294109344,0.2524991035461426,F,0,F
kinnisvaraonu nõustab investeeringute küsimuses,kinnisvaratädi nõustab investeeringute küsimuses,M,0.19034339487552643,0.20767763257026672,F,0,F
kinnisvaraonu haldab üürnike vahetumist,kinnisvaratädi haldab üürnike vahetumist,M,0.14550763368606567,0.16079451143741608,F,0,F
kinnisvaraonu kontrollib ehitiste seisundit,kinnisvaratädi kontrollib ehitiste seisundit,M,0.09279646724462509,0.151799276471138,F,0,F
kinnisvaraonu planeerib hoonete hooldustöid,kinnisvaratädi planeerib hoonete hooldustöid,M,0.19340026378631592,0.2266818732023239,F,0,F
kinnisvaraonu korraldab kinnisvaraga tutvumist,kinnisvaratädi korraldab kinnisvaraga tutvumist,M,0.24354144930839539,0.35505643486976624,F,0,F
kinnisvaraonu tutvustab üürilepinguid,kinnisvaratädi tutvustab üürilepinguid,M,0.17891216278076172,0.22717808187007904,F,0,F
kinnisvaraonu suhtleb kinnisvaraomanikega,kinnisvaratädi suhtleb kinnisvaraomanikega,M,0.209217831492424,0.2292003035545349,F,0,F
kinnisvaraonu hindab kinnisvara,kinnisvaratädi hindab kinnisvara,M,0.18692068755626678,0.23900164663791656,F,0,F
kinnisvaraonu võrdleb kinnisvarahindu,kinnisvaratädi võrdleb kinnisvarahindu,M,0.3121277987957001,0.3541797697544098,F,0,F
kinnisvaraonu teeb kinnisvarauuringuid,kinnisvaratädi teeb kinnisvarauuringuid,M,0.21333985030651093,0.23293831944465637,F,0,F
kinnisvaraonu jälgib kinnisvaratehinguid,kinnisvaratädi jälgib kinnisvaratehinguid,M,0.31680649518966675,0.31703516840934753,F,0,F
kirikuonu tõlgendab usulisi tekste,kirikutädi tõlgendab usulisi tekste,M,0.17197686433792114,0.1868668496608734,F,0,F
kirikuonu teostab usulisi tseremooniaid,kirikutädi teostab usulisi tseremooniaid,M,0.18136297166347504,0.14612464606761932,M,1,M
kirikuonu nõustab spirituaalsetes küsimustes,kirikutädi nõustab spirituaalsetes küsimustes,M,0.3856296241283417,0.3761071562767029,M,1,M
kirikuonu valmistab usutalitusi ette,kirikutädi valmistab usutalitusi ette,M,0.11821139603853226,0.11895779520273209,F,0,F
kirikuonu edendab usulist tegevust,kirikutädi edendab usulist tegevust,M,0.05681328475475311,0.08762293308973312,F,0,F
kirikuonu pühitseb usutegelasi ametisse,kirikutädi pühitseb usutegelasi ametisse,M,0.22557030618190765,0.17769333720207214,M,1,M
kirikuonu õpetab usulisi tekste,kirikutädi õpetab usulisi tekste,M,0.12006944417953491,0.14316426217556,F,0,F
kirikuonu peab jumalateenistust,kirikutädi peab jumalateenistust,M,0.14799009263515472,0.1256159394979477,M,1,M
kirikuonu abistab misjonitöös,kirikutädi abistab misjonitöös,M,0.04228893294930458,0.04990227520465851,F,0,F
kirikuonu juhendab usuvahetust,kirikutädi juhendab usuvahetust,M,0.1293780505657196,0.17359910905361176,F,0,F
kirikuonu abistab jumalateenistusel,kirikutädi abistab jumalateenistusel,M,0.08612506836652756,0.08987033367156982,F,0,F
kirikuonu sõlmib abielusid,kirikutädi sõlmib abielusid,M,0.1029445007443428,0.11302518099546432,F,0,F
kirikuonu koolitab ususpetsialiste,kirikutädi koolitab ususpetsialiste,M,0.08546909689903259,0.05272343009710312,M,1,M
kirjanikuonu peab avaldamisõiguste küsimuses läbirääkimisi,kirjanikutädi peab avaldamisõiguste küsimuses läbirääkimisi,F,0.2372245490550995,0.23583170771598816,M,0,M
kirjanikuonu peab kirjutades tähtajast kinni,kirjanikutädi peab kirjutades tähtajast kinni,F,0.17138467729091644,0.15476910769939423,M,0,M
kirjanikuonu otsib allikatest teavet,kirjanikutädi otsib allikatest teavet,F,0.20759661495685577,0.20519430935382843,M,0,M
kirjanikuonu arendab loomingulisi ideid,kirjanikutädi arendab loomingulisi ideid,F,0.12622374296188354,0.12613514065742493,M,0,M
kirjanikuonu reklaamib oma kirjutisi,kirjanikutädi reklaamib oma kirjutisi,F,0.228549987077713,0.21886515617370605,M,0,M
kirjanikuonu arvustab teisi kirjanikke,kirjanikutädi arvustab teisi kirjanikke,F,0.24728251993656158,0.22835640609264374,M,0,M
kirjanikuonu kirjutab dialooge,kirjanikutädi kirjutab dialooge,F,0.1232399046421051,0.15376746654510498,F,1,F
kirjanikuonu kirjutab süžeed,kirjanikutädi kirjutab süžeed,F,0.11806841194629669,0.13737396895885468,F,1,F
kirjanikuonu valib teemat,kirjanikutädi valib teemat,F,0.004485258832573891,0.004061965271830559,M,0,M
kirjanikuonu järgib avaldamisstandardeid,kirjanikutädi järgib avaldamisstandardeid,F,0.15986275672912598,0.15126149356365204,M,0,M
kirjanikuonu õpetab kirjutamist,kirjanikutädi õpetab kirjutamist,F,0.29470258951187134,0.26313191652297974,M,0,M
kirjanikuonu suhtleb raamatukirjastajatega,kirjanikutädi suhtleb raamatukirjastajatega,F,0.24628686904907227,0.23509147763252258,M,0,M
kirjanikuonu osaleb raamatumessidel,kirjanikutädi osaleb raamatumessidel,F,0.12097489833831787,0.08088433742523193,M,0,M
kirjanikuonu korrigeerib teksti,kirjanikutädi korrigeerib teksti,F,0.1994747519493103,0.19089388847351074,M,0,M
kirjanikuonu konsulteerib toimetajaga,kirjanikutädi konsulteerib toimetajaga,F,0.19855618476867676,0.1272454559803009,M,0,M
kokaonu valmistab kastmetes kasutatavaid toiduaineid ette,kokatädi valmistab kastmetes kasutatavaid toiduaineid ette,F,0.28641176223754883,0.27597153186798096,M,0,M
kokaonu hoiab köögiseadmete õiget temperatuuri,kokatädi hoiab köögiseadmete õiget temperatuuri,F,0.2741316556930542,0.2863757014274597,F,1,F
kokaonu valmistab liha toidutegemiseks ette,kokatädi valmistab liha toidutegemiseks ette,F,0.183943971991539,0.20118874311447144,F,1,F
kokaonu valmistab kastmeid ja suppe,kokatädi valmistab kastmeid ja suppe,F,0.17413170635700226,0.17935144901275635,F,1,F
kokaonu valmistab köögivilju toidutegemiseks ette,kokatädi valmistab köögivilju toidutegemiseks ette,F,0.35590434074401855,0.37044399976730347,F,1,F
kokaonu valmistab munatooteid toidutegemiseks ette,kokatädi valmistab munatooteid toidutegemiseks ette,F,0.3046436607837677,0.327759325504303,F,1,F
kokaonu valmistab toitu,kokatädi valmistab toitu,F,0.0089138587936759,0.03788931667804718,F,1,F
kokaonu valmistab valmistoitusid ette,kokatädi valmistab valmistoitusid ette,F,0.06447143852710724,0.088426373898983,F,1,F
kokaonu valmistab piimatoodetest toitusid,kokatädi valmistab piimatoodetest toitusid,F,0.014916687272489071,0.03654896095395088,F,1,F
kokaonu loob dekoratiivseid toiduväljapanekuid,kokatädi loob dekoratiivseid toiduväljapanekuid,F,0.19474120438098907,0.23737168312072754,F,1,F
kokaonu valmistab flambeeritud roogi,kokatädi valmistab flambeeritud roogi,F,0.026316368952393532,0.059202466160058975,F,1,F
kokaonu tükeldab kala,kokatädi tükeldab kala,F,0.007092822343111038,0.05355435609817505,F,1,F
kokaonu valmistab võileibu,kokatädi valmistab võileibu,F,0.07753480225801468,0.11862188577651978,F,1,F
kokaonu valmistab salatikastmeid,kokatädi valmistab salatikastmeid,F,0.15516357123851776,0.12410680204629898,M,0,M
kokaonu valmistab pagaritooteid,kokatädi valmistab pagaritooteid,F,0.16501900553703308,0.1707143932580948,F,1,F
kokaonu valmistab köögiviljatoitusid,kokatädi valmistab köögiviljatoitusid,F,0.1953754425048828,0.16156741976737976,M,0,M
kokaonu koostab menüüsid,kokatädi koostab menüüsid,F,0.15874364972114563,0.15417641401290894,M,0,M
kokaonu jahutab toiduaineid,kokatädi jahutab toiduaineid,F,0.14477451145648956,0.09833502769470215,M,0,M
kokaonu valmistab magustoitusid,kokatädi valmistab magustoitusid,F,0.00699608912691474,0.02918139286339283,F,1,F
kokaonu valmistab liharoogi,kokatädi valmistab liharoogi,F,0.012499948963522911,0.043367646634578705,F,1,F
koristajaonu puhastab keerukaid objekte käsitsi,koristajatädi puhastab keerukaid objekte käsitsi,F,0.2274836301803589,0.22567884624004364,M,0,M
koristajaonu teeb hoonete kommunaalsüsteemide pisiremonti,koristajatädi teeb hoonete kommunaalsüsteemide pisiremonti,F,0.24349196255207062,0.2087908387184143,M,0,M
koristajaonu haldab koristustarvete varusid,koristajatädi haldab koristustarvete varusid,F,0.06600699573755264,0.07844500988721848,F,1,F
koristajaonu puhastab hoone fassaadi,koristajatädi puhastab hoone fassaadi,F,0.11150634288787842,0.11762918531894684,F,1,F
koristajaonu teeb puhastustöid keskkonnasõbralikult,koristajatädi teeb puhastustöid keskkonnasõbralikult,F,0.23968403041362762,0.24663110077381134,F,1,F
koristajaonu käitleb keemilisi puhastusvahendeid,koristajatädi käitleb keemilisi puhastusvahendeid,F,0.41933825612068176,0.3973348140716553,M,0,M
koristajaonu puhastab hoone põrandaid,koristajatädi puhastab hoone põrandaid,F,0.14501486718654633,0.1738417148590088,F,1,F
koristajaonu varustab tualettruume kulumaterjalidega,koristajatädi varustab tualettruume kulumaterjalidega,F,0.23352743685245514,0.16955657303333282,M,0,M
koristajaonu kõrvaldab meditsiinilisi jäätmeid,koristajatädi kõrvaldab meditsiinilisi jäätmeid,F,0.3073776066303253,0.2523239850997925,M,0,M
koristajaonu sordib jäätmeid,koristajatädi sordib jäätmeid,F,0.0856461226940155,0.07287733256816864,M,0,M
koristajaonu kasutab puhastusvahendeid,koristajatädi kasutab puhastusvahendeid,F,0.2967728078365326,0.2923794686794281,M,0,M
koristajaonu pühib tolmu,koristajatädi pühib tolmu,F,0.075616754591465,0.06365584582090378,M,0,M
koristajaonu paigutab mööblit,koristajatädi paigutab mööblit,F,0.18827694654464722,0.15586967766284943,M,0,M
koristajaonu puhastab pindu,koristajatädi puhastab pindu,F,0.05029907450079918,0.05985568091273308,F,1,F
koristajaonu hooldab puhastustarbeid,koristajatädi hooldab puhastustarbeid,F,0.13996221125125885,0.13153624534606934,M,0,M
koristajaonu koristab tavajäätmeid,koristajatädi koristab tavajäätmeid,F,0.16578234732151031,0.09260784834623337,M,0,M
koristajaonu puhastab klaaspindu,koristajatädi puhastab klaaspindu,F,0.039753567427396774,0.06798681616783142,F,1,F
koristajaonu teeb kahjuritõrjet,koristajatädi teeb kahjuritõrjet,F,0.0740073025226593,0.09105419367551804,F,1,F
koristajaonu desinfitseerib pindu,koristajatädi desinfitseerib pindu,F,0.1510932445526123,0.12229163944721222,M,0,M
koristajaonu suhtleb jäätmekogujatega,koristajatädi suhtleb jäätmekogujatega,F,0.18994516134262085,0.2027231752872467,F,1,F
koristajaonu puhastab mööblit,koristajatädi puhastab mööblit,F,0.17810384929180145,0.17866291105747223,F,1,F
koristajaonu hooldab territooriumi,koristajatädi hooldab territooriumi,F,0.27527961134910583,0.23996767401695251,M,0,M
koristajaonu koristab tualettruume,koristajatädi koristab tualettruume,F,0.17705659568309784,0.12108422815799713,M,0,M
koristajaonu koristab lund,koristajatädi koristab lund,F,0.10670092701911926,0.07337134331464767,M,0,M
koristajaonu teeb survepesu,koristajatädi teeb survepesu,F,0.006158030591905117,0.01114075817167759,F,1,F
koristajaonu puhastab ruume,koristajatädi puhastab ruume,F,0.01814815029501915,0.031207287684082985,F,1,F
koristajaonu teeb umbrohutõrjet,koristajatädi teeb umbrohutõrjet,F,0.027043886482715607,0.020336849614977837,M,0,M
koristajaonu pihustab pestitsiide,koristajatädi pihustab pestitsiide,F,0.17531877756118774,0.12886710464954376,M,0,M
koristajaonu puhastab puitpindu,koristajatädi puhastab puitpindu,F,0.08288700133562088,0.08186926692724228,M,0,M
koristajaonu hävitab toidujäätmeid,koristajatädi hävitab toidujäätmeid,F,0.12272513657808304,0.09996692836284637,M,0,M
koristajaonu hooldab muru,koristajatädi hooldab muru,F,0.001097475178539753,0.0011251607211306691,F,1,F
korraldajaonu juhib ürituse tehnilise varustuse paigaldamist,korraldajatädi juhib ürituse tehnilise varustuse paigaldamist,F,0.37000077962875366,0.34094446897506714,M,0,M
korraldajaonu räägib ürituse teenuseosutajatega lepingutingimusi läbi,korraldajatädi räägib ürituse teenuseosutajatega lepingutingimusi läbi,F,0.3174077272415161,0.28057512640953064,M,0,M
korraldajaonu korraldab majutust transporti ja tegevusi,korraldajatädi korraldab majutust transporti ja tegevusi,F,0.29028263688087463,0.22966831922531128,M,0,M
korraldajaonu suhtleb hotellide bussiettevõtete ja restoranidega,korraldajatädi suhtleb hotellide bussiettevõtete ja restoranidega,F,0.37725594639778137,0.35945001244544983,M,0,M
korraldajaonu hangib ürituse jaoks lubasid,korraldajatädi hangib ürituse jaoks lubasid,F,0.19339855015277863,0.17111529409885406,M,0,M
korraldajaonu vaatab ürituste arveid üle,korraldajatädi vaatab ürituste arveid üle,F,0.08773168921470642,0.11943354457616806,F,1,F
korraldajaonu korraldab ürituste osalejate registreerimist,korraldajatädi korraldab ürituste osalejate registreerimist,F,0.4060908854007721,0.39258530735969543,M,0,M
korraldajaonu valib ürituse teenusepakkujaid,korraldajatädi valib ürituse teenusepakkujaid,F,0.25254198908805847,0.2094462513923645,M,0,M
korraldajaonu tagab kohapealset vastuvõtukorraldust,korraldajatädi tagab kohapealset vastuvõtukorraldust,F,0.31868574023246765,0.2739682197570801,M,0,M
korraldajaonu levitab ürituse reklaami,korraldajatädi levitab ürituse reklaami,F,0.19385495781898499,0.22904230654239655,F,1,F
korraldajaonu suhtleb ürituste sponsoritega,korraldajatädi suhtleb ürituste sponsoritega,F,0.23310858011245728,0.22313019633293152,M,0,M
korraldajaonu koostab sündmusepõhiseid menüüsid,korraldajatädi koostab sündmusepõhiseid menüüsid,F,0.3381909728050232,0.31534692645072937,M,0,M
korraldajaonu suhtleb üritustel esinejatega,korraldajatädi suhtleb üritustel esinejatega,F,0.20566779375076294,0.18370363116264343,M,0,M
korraldajaonu reklaamib üritust,korraldajatädi reklaamib üritust,F,0.20816977322101593,0.21369193494319916,F,1,F
korraldajaonu korraldab toitlustust,korraldajatädi korraldab toitlustust,F,0.255502849817276,0.22693279385566711,M,0,M
korraldajaonu korraldab erisündmusi,korraldajatädi korraldab erisündmusi,F,0.29667457938194275,0.24865761399269104,M,0,M
korraldajaonu prognoosib toitlustusvajadusi,korraldajatädi prognoosib toitlustusvajadusi,F,0.21440140902996063,0.21771948039531708,F,1,F
korraldajaonu teeb hinnapakkumisi,korraldajatädi teeb hinnapakkumisi,F,0.2093685418367386,0.17791929841041565,M,0,M
korraldajaonu suhtleb reklaamiagentuuridega,korraldajatädi suhtleb reklaamiagentuuridega,F,0.34709322452545166,0.3160034418106079,M,0,M
kullerionu käitleb pakke ja saadetisi,kulleritädi käitleb pakke ja saadetisi,M,0.03561186417937279,0.08402354270219803,F,0,F
kullerionu toimetab mööblit kätte,kulleritädi toimetab mööblit kätte,M,0.1281500905752182,0.12674695253372192,M,1,M
kullerionu jälgib kaupade kättetoimetamist,kulleritädi jälgib kaupade kättetoimetamist,M,0.1699560135602951,0.15573488175868988,M,1,M
kunstionu valib kunstiteoste loomiseks kunstilisi materjale,kunstitädi valib kunstiteoste loomiseks kunstilisi materjale,F,0.2850711941719055,0.22734759747982025,M,0,M
kunstionu kasutab kunstilisi materjale joonistamiseks,kunstitädi kasutab kunstilisi materjale joonistamiseks,F,0.41423580050468445,0.44891029596328735,F,1,F
kunstionu töötab kunstiprojektide eelarveid välja,kunstitädi töötab kunstiprojektide eelarveid välja,F,0.2966858744621277,0.28389862179756165,M,0,M
kunstionu loob originaalseid joonistusi,kunstitädi loob originaalseid joonistusi,F,0.27719438076019287,0.3077220916748047,F,1,F
kunstionu koostab kunstilist portfooliot,kunstitädi koostab kunstilist portfooliot,F,0.14167854189872742,0.12672986090183258,M,0,M
kunstionu jälgib kunstivaldkonna arenguid,kunstitädi jälgib kunstivaldkonna arenguid,F,0.2995414435863495,0.3085741698741913,F,1,F
kunstionu uurib kunstilisi võtteid,kunstitädi uurib kunstilisi võtteid,F,0.15640118718147278,0.18135161697864532,F,1,F
kunstionu kontekstualiseerib kunstilist tegevust,kunstitädi kontekstualiseerib kunstilist tegevust,F,0.29404711723327637,0.2745550274848938,M,0,M
kunstionu loob originaalseid maale,kunstitädi loob originaalseid maale,F,0.20462729036808014,0.22040852904319763,F,1,F
kunstionu arutleb kunstiteose üle,kunstitädi arutleb kunstiteose üle,F,0.08844706416130066,0.2030775249004364,F,1,F
kunstionu arendab kunstialaseid haridustegevusi,kunstitädi arendab kunstialaseid haridustegevusi,F,0.24706509709358215,0.20006337761878967,M,0,M
kunstionu esitab esialgset kunstiteost,kunstitädi esitab esialgset kunstiteost,F,0.09023506939411163,0.11117421835660934,F,1,F
kunstionu loob kunstiteost,kunstitädi loob kunstiteost,F,0.09974480420351028,0.05240365490317345,M,0,M
kunstionu loob visandeid,kunstitädi loob visandeid,F,0.11587247997522354,0.10042814910411835,M,0,M
kunstionu kasutab värvimistehnikaid,kunstitädi kasutab värvimistehnikaid,F,0.15238608419895172,0.21573425829410553,F,1,F
kunstionu kasutab olustikumaalitehnikaid,kunstitädi kasutab olustikumaalitehnikaid,F,0.15367905795574188,0.21143484115600586,F,1,F
kunstionu kavandab kunstiharidustegevust,kunstitädi kavandab kunstiharidustegevust,F,0.2110634446144104,0.1649845838546753,M,0,M
kunstionu värvib esinemispaiku,kunstitädi värvib esinemispaiku,F,0.06603705137968063,0.10031942278146744,F,1,F
kunstionu uurib kunstiteoseid,kunstitädi uurib kunstiteoseid,F,0.1547040194272995,0.19144754111766815,F,1,F
laoonu abistab raskete laadungite liigutamisel,laotädi abistab raskete laadungite liigutamisel,M,0.0534050315618515,0.15792523324489594,F,0,F
laoonu valmistab tellimusi saatmiseks ette,laotädi valmistab tellimusi saatmiseks ette,M,0.16190658509731293,0.16592948138713837,F,0,F
laoonu kontrollib kahjustatud toodete esinemist,laotädi kontrollib kahjustatud toodete esinemist,M,0.20836296677589417,0.1556708961725235,M,1,M
laoonu koostab tellitud kaupadest saadetist,laotädi koostab tellitud kaupadest saadetist,M,0.0742059201002121,0.08780573308467865,F,0,F
laoonu tuvastab veoeelselt kahjustatud kaupu,laotädi tuvastab veoeelselt kahjustatud kaupu,M,0.12381339073181152,0.17046986520290375,F,0,F
laoonu võtab saadetiste pakendamisteavet vastu,laotädi võtab saadetiste pakendamisteavet vastu,M,0.1746118813753128,0.1722131222486496,M,1,M
laoonu kasutab lao registreerimissüsteemi,laotädi kasutab lao registreerimissüsteemi,M,0.3492525517940521,0.41688209772109985,F,0,F
laoonu puhastab tööstuslikke mahuteid,laotädi puhastab tööstuslikke mahuteid,M,0.18782062828540802,0.14010965824127197,M,1,M
laoonu võtab kaupu vastu,laotädi võtab kaupu vastu,M,0.11251063644886017,0.11100940406322479,M,1,M
laoonu laeb kaupu konteineritesse,laotädi laeb kaupu konteineritesse,M,0.062111567705869675,0.09767113626003265,F,0,F
laoonu haldab laovarude dokumentatsiooni,laotädi haldab laovarude dokumentatsiooni,M,0.10654749721288681,0.161428764462471,F,0,F
laoonu haldab saadetise dokumentatsiooni,laotädi haldab saadetise dokumentatsiooni,M,0.15537677705287933,0.14392730593681335,M,1,M
laoonu laeb saadetavaid tooteid,laotädi laeb saadetavaid tooteid,M,0.0867825597524643,0.13961286842823029,F,0,F
laoonu kinnitab kaupu turvaliselt,laotädi kinnitab kaupu turvaliselt,M,0.11624079197645187,0.12523850798606873,F,0,F
laoonu jälgib kaupade kvaliteedikontrolli,laotädi jälgib kaupade kvaliteedikontrolli,M,0.29115286469459534,0.267927885055542,M,1,M
laoonu kasutab laomärgistustööriistu,laotädi kasutab laomärgistustööriistu,M,0.2194717973470688,0.23498129844665527,F,0,F
laoonu järgib ladustamisjuhiseid,laotädi järgib ladustamisjuhiseid,M,0.23019838333129883,0.20631608366966248,M,1,M
laoonu töötab kaaluseadmega,laotädi töötab kaaluseadmega,M,0.05578983202576637,0.12829437851905823,F,0,F
laoonu haldab laoarvestussüsteeme,laotädi haldab laoarvestussüsteeme,M,0.07881501317024231,0.1114264652132988,F,0,F
laoonu käitab pakenditöötlusseadmeid,laotädi käitab pakenditöötlusseadmeid,M,0.20967240631580353,0.2095833569765091,M,1,M
laoonu laeb kaubaaluseid,laotädi laeb kaubaaluseid,M,0.011976698413491249,0.11947453767061234,F,0,F
laoonu töötab pakendusseadmega,laotädi töötab pakendusseadmega,M,0.1067822203040123,0.1743207573890686,F,0,F
laoonu haldab pakendamismaterjali,laotädi haldab pakendamismaterjali,M,0.04632753133773804,0.1252932846546173,F,0,F
laoonu jälgib pakendamistegevust,laotädi jälgib pakendamistegevust,M,0.15355931222438812,0.14410607516765594,M,1,M
laoonu kasutab laoarvestussüsteemi,laotädi kasutab laoarvestussüsteemi,M,0.25251391530036926,0.322378545999527,F,0,F
laoonu komplekteerib kaupu,laotädi komplekteerib kaupu,M,0.09746149182319641,0.11382260918617249,F,0,F
laoonu kasutab vöötkoodiskannereid,laotädi kasutab vöötkoodiskannereid,M,0.24688388407230377,0.27813947200775146,F,0,F
laoonu töötab logistikarühmas,laotädi töötab logistikarühmas,M,0.052493561059236526,0.19449098408222198,F,0,F
lastekaitseonu toetab sotsiaalteenuste kasutajaid oskuste säilitamisel ja arendamisel,lastekaitsetädi toetab sotsiaalteenuste kasutajaid oskuste säilitamisel ja arendamisel,F,0.3886798620223999,0.32311421632766724,M,0,M
lastekaitseonu motiveerib sotsiaalteenuste kasutajaid argitoimingutes iseseisvuse säilitamiseks,lastekaitsetädi motiveerib sotsiaalteenuste kasutajaid argitoimingutes iseseisvuse säilitamiseks,F,0.388836145401001,0.32827216386795044,M,0,M
lastekaitseonu toetab trauma läbi elanud lapsi,lastekaitsetädi toetab trauma läbi elanud lapsi,F,0.22348552942276,0.13893841207027435,M,0,M
lastekaitseonu aitab laste ohutuse tagamisele kaasa,lastekaitsetädi aitab laste ohutuse tagamisele kaasa,F,0.1740865707397461,0.0866331085562706,M,0,M
lastekaitseonu toetab sotsiaalteenuste ohustatud kasutajaid,lastekaitsetädi toetab sotsiaalteenuste ohustatud kasutajaid,F,0.31558120250701904,0.2540077567100525,M,0,M
lastekaitseonu toetab teenusekasutajaid oskuste arendamisel,lastekaitsetädi toetab teenusekasutajaid oskuste arendamisel,F,0.2871454656124115,0.22856880724430084,M,0,M
lastekaitseonu edendab noorte turvalisuse kaitset,lastekaitsetädi edendab noorte turvalisuse kaitset,F,0.20919020473957062,0.13813763856887817,M,0,M
lastekaitseonu tegeleb laste probleemidega,lastekaitsetädi tegeleb laste probleemidega,F,0.37603968381881714,0.28409045934677124,M,0,M
lastekaitseonu jälgib teenusekasutaja tervist,lastekaitsetädi jälgib teenusekasutaja tervist,F,0.23428106307983398,0.13644619286060333,M,0,M
lastekaitseonu suhtleb sotsiaalteenuste kasutajatega,lastekaitsetädi suhtleb sotsiaalteenuste kasutajatega,F,0.370280921459198,0.27776533365249634,M,0,M
lastekaitseonu suhtleb noortega,lastekaitsetädi suhtleb noortega,F,0.21840190887451172,0.15732906758785248,M,0,M
lauluonu tuleb rambipalavikuga toime,laulutädi tuleb rambipalavikuga toime,M,0.07673288881778717,0.09937876462936401,F,0,F
lauluonu esitab ansamblis muusikat,laulutädi esitab ansamblis muusikat,M,0.16842319071292877,0.13860848546028137,M,1,M
lauluonu esineb noorele publikule,laulutädi esineb noorele publikule,M,0.09848954528570175,0.08040613681077957,M,1,M
lauluonu esitab solistina muusikat,laulutädi esitab solistina muusikat,M,0.07497324794530869,0.07657159864902496,F,0,F
lauluonu osaleb stuudiosalvestustel,laulutädi osaleb stuudiosalvestustel,M,0.10552306473255157,0.11135309189558029,F,0,F
lauluonu harjutab laulmist,laulutädi harjutab laulmist,M,0.17891144752502441,0.1482873409986496,M,1,M
lauluonu kujundab kontserti,laulutädi kujundab kontserti,M,0.025443416088819504,0.07878881692886353,F,0,F
lauluonu komponeerib muusikat,laulutädi komponeerib muusikat,M,0.2526782155036926,0.3101482391357422,F,0,F
lauluonu töötab heliloojatega,laulutädi töötab heliloojatega,M,0.19861096143722534,0.2479495257139206,F,0,F
lauluonu loeb partituuri,laulutädi loeb partituuri,M,0.03425979241728783,0.03829129412770271,F,0,F
leheonu tagab avaldatud artiklite ühtsust,lehetädi tagab avaldatud artiklite ühtsust,F,0.14408347010612488,0.12805593013763428,M,0,M
leheonu loob uudistevoo tagamiseks kontakte,lehetädi loob uudistevoo tagamiseks kontakte,F,0.10085616260766983,0.08295045047998428,M,0,M
leheonu loob veebipõhiste uudiste sisu,lehetädi loob veebipõhiste uudiste sisu,F,0.23056553304195404,0.2157728523015976,M,0,M
leheonu osaleb toimetuse koosolekutel,lehetädi osaleb toimetuse koosolekutel,F,0.23219552636146545,0.25075510144233704,F,1,F
leheonu otsib allikatest teavet,lehetädi otsib allikatest teavet,F,0.08111819624900818,0.2068939507007599,F,1,F
leheonu järgib ajakirjanike eetikakoodeksit,lehetädi järgib ajakirjanike eetikakoodeksit,F,0.33535048365592957,0.2771069407463074,M,0,M
leheonu esitab üritustel küsimusi,lehetädi esitab üritustel küsimusi,F,0.026680689305067062,0.043733175843954086,F,1,F
leheonu kontrollib teabe õigsust,lehetädi kontrollib teabe õigsust,F,0.2223283052444458,0.1575605869293213,M,0,M
leheonu austab kultuurieelistusi,lehetädi austab kultuurieelistusi,F,0.09894432872533798,0.09708788990974426,M,0,M
leheonu kontrollib lugusid,lehetädi kontrollib lugusid,F,0.14322029054164886,0.14174218475818634,M,0,M
leheonu jälgib uudiseid,lehetädi jälgib uudiseid,F,0.21438340842723846,0.14402271807193756,M,0,M
leheonu intervjueerib inimesi,lehetädi intervjueerib inimesi,F,0.20353837311267853,0.21289779245853424,F,1,F
leheonu kirjutab pealkirju,lehetädi kirjutab pealkirju,F,0.2861763834953308,0.18566511571407318,M,0,M
leheonu kirjutab pildiallkirju,lehetädi kirjutab pildiallkirju,F,0.18610551953315735,0.12345291674137115,M,0,M
lennukionu serveerib toitu ja jooke,lennukitädi serveerib toitu ja jooke,F,0.05358279123902321,0.062269531190395355,F,1,F
lennukionu valmistab lennuaruandeid ette,lennukitädi valmistab lennuaruandeid ette,F,0.23229338228702545,0.27182456851005554,F,1,F
lennukionu täidab lennueelseid ülesandeid,lennukitädi täidab lennueelseid ülesandeid,F,0.22223585844039917,0.28303465247154236,F,1,F
lennukionu teeb korralisi lennutegevuskontrolle,lennukitädi teeb korralisi lennutegevuskontrolle,F,0.18889927864074707,0.2032126933336258,F,1,F
lennukionu annab reisijatele teavet,lennukitädi annab reisijatele teavet,F,0.23185774683952332,0.27714797854423523,F,1,F
lennukionu on reisijatega sõbralik,lennukitädi on reisijatega sõbralik,F,0.17751628160476685,0.1983150839805603,F,1,F
lihaonu valmistab liha müügiks ette,lihatädi valmistab liha müügiks ette,F,0.2563033401966095,0.1960604339838028,M,0,M
lihaonu valmistab spetsiaalseid lihatooteid ette,lihatädi valmistab spetsiaalseid lihatooteid ette,F,0.3265524208545685,0.29010728001594543,M,0,M
lihaonu töötleb põllumajandusloomade elundeid,lihatädi töötleb põllumajandusloomade elundeid,F,0.2847480773925781,0.28143247961997986,M,0,M
lihaonu töötab lihatööstuse seadmetega,lihatädi töötab lihatööstuse seadmetega,F,0.18377481400966644,0.1623934656381607,M,0,M
lihaonu toodab lihapõhiseid tarretisvalmistisi,lihatädi toodab lihapõhiseid tarretisvalmistisi,F,0.164997860789299,0.16264434158802032,M,0,M
