,sent_w,sent_m,preferredLabel_en,Labor_Stat,n_words,term_root,has_duplicates
434,kirjanikutädi peab kirjutades tähtajast kinni,kirjanikuonu peab kirjutades tähtajast kinni,write to a deadline,F,4,kirjaniku,False
435,kirjanikutädi otsib allikatest teavet,kirjanikuonu otsib allikatest teavet,consult information sources,F,3,kirjaniku,True
436,kirjanikutädi arendab loomingulisi ideid,kirjanikuonu arendab loomingulisi ideid,develop creative ideas,F,3,kirjaniku,False
437,kirjanikutädi reklaamib oma kirjutisi,kirjanikuonu reklaamib oma kirjutisi,promote one's writings,F,3,kirjaniku,False
438,kirjanikutädi arvustab teisi kirjanikke,kirjanikuonu arvustab teisi kirjanikke,critique other writers,F,3,kirjaniku,False
439,kirjanikutädi kirjutab dialooge,kirjanikuonu kirjutab dialooge,write dialogues,F,2,kirjaniku,False
440,kirjanikutädi kirjutab süžeed,kirjanikuonu kirjutab süžeed,write storylines,F,2,kirjaniku,False
441,kirjanikutädi valib teemat,kirjanikuonu valib teemat,select subject matter,F,2,kirjaniku,False
442,kirjanikutädi järgib avaldamisstandardeid,kirjanikuonu järgib avaldamisstandardeid,respect publication formats,F,2,kirjaniku,False
443,kirjanikutädi õpetab kirjutamist,kirjanikuonu õpetab kirjutamist,teach writing,F,2,kirjaniku,False
444,kirjanikutädi suhtleb raamatukirjastajatega,kirjanikuonu suhtleb raamatukirjastajatega,liaise with book publishers,F,2,kirjaniku,False
445,kirjanikutädi osaleb raamatumessidel,kirjanikuonu osaleb raamatumessidel,attend book fairs,F,2,kirjaniku,False
446,kirjanikutädi korrigeerib teksti,kirjanikuonu korrigeerib teksti,proofread text,F,2,kirjaniku,False
447,kirjanikutädi konsulteerib toimetajaga,kirjanikuonu konsulteerib toimetajaga,consult with editor,F,2,kirjaniku,False
448,kokatädi valmistab kastmetes kasutatavaid toiduaineid ette,kokaonu valmistab kastmetes kasutatavaid toiduaineid ette,prepare saucier products for use in a dish,F,5,koka,False
449,kokatädi hoiab köögiseadmete õiget temperatuuri,kokaonu hoiab köögiseadmete õiget temperatuuri,maintain kitchen equipment at correct temperature,F,4,koka,False
450,kokatädi valmistab liha toidutegemiseks ette,kokaonu valmistab liha toidutegemiseks ette,prepare meat products for use in a dish,F,4,koka,False
451,kokatädi valmistab kastmeid ja suppe,kokaonu valmistab kastmeid ja suppe,cook sauce products,F,4,koka,False
452,kokatädi valmistab köögivilju toidutegemiseks ette,kokaonu valmistab köögivilju toidutegemiseks ette,prepare vegetable products for use in a dish,F,4,koka,False
453,kokatädi valmistab munatooteid toidutegemiseks ette,kokaonu valmistab munatooteid toidutegemiseks ette,prepare egg products for use in a dish,F,4,koka,False
454,kokatädi valmistab toitu,kokaonu valmistab toitu,cook seafood,F,3,koka,False
455,kokatädi valmistab valmistoitusid ette,kokaonu valmistab valmistoitusid ette,prepare ready-made dishes,F,3,koka,False
456,kokatädi valmistab piimatoodetest toitusid,kokaonu valmistab piimatoodetest toitusid,cook dairy products,F,3,koka,False
457,kokatädi loob dekoratiivseid toiduväljapanekuid,kokaonu loob dekoratiivseid toiduväljapanekuid,create decorative food displays,F,3,koka,False
458,kokatädi valmistab flambeeritud roogi,kokaonu valmistab flambeeritud roogi,prepare flambeed dishes,F,3,koka,False
459,kokatädi tükeldab kala,kokaonu tükeldab kala,slice fish,F,2,koka,False
460,kokatädi valmistab võileibu,kokaonu valmistab võileibu,prepare sandwiches,F,2,koka,False
461,kokatädi valmistab salatikastmeid,kokaonu valmistab salatikastmeid,prepare salad dressings,F,2,koka,False
462,kokatädi valmistab pagaritooteid,kokaonu valmistab pagaritooteid,prepare bakery products,F,2,koka,False
463,kokatädi valmistab köögiviljatoitusid,kokaonu valmistab köögiviljatoitusid,cook vegetable products,F,2,koka,False
464,kokatädi koostab menüüsid,kokaonu koostab menüüsid,plan menus,F,2,koka,False
465,kokatädi jahutab toiduaineid,kokaonu jahutab toiduaineid,execute chilling processes to food products,F,2,koka,False
466,kokatädi valmistab magustoitusid,kokaonu valmistab magustoitusid,prepare desserts,F,2,koka,False
467,kokatädi valmistab liharoogi,kokaonu valmistab liharoogi,cook meat dishes,F,2,koka,False
468,koristajatädi puhastab keerukaid objekte käsitsi,koristajaonu puhastab keerukaid objekte käsitsi,clean particular areas manually,F,4,koristaja,False
469,koristajatädi teeb hoonete kommunaalsüsteemide pisiremonti,koristajaonu teeb hoonete kommunaalsüsteemide pisiremonti,perform minor repairs to buildings' systems,F,4,koristaja,False
470,koristajatädi haldab koristustarvete varusid,koristajaonu haldab koristustarvete varusid,maintain inventory of cleaning supplies,F,3,koristaja,False
471,koristajatädi puhastab hoone fassaadi,koristajaonu puhastab hoone fassaadi,clean building facade,F,3,koristaja,False
472,koristajatädi teeb puhastustöid keskkonnasõbralikult,koristajaonu teeb puhastustöid keskkonnasõbralikult,perform cleaning activities in an environmentally friendly way,F,3,koristaja,False
473,koristajatädi käitleb keemilisi puhastusvahendeid,koristajaonu käitleb keemilisi puhastusvahendeid,handle chemical cleaning agents,F,3,koristaja,False
474,koristajatädi puhastab hoone põrandaid,koristajaonu puhastab hoone põrandaid,clean building floors,F,3,koristaja,False
475,koristajatädi varustab tualettruume kulumaterjalidega,koristajaonu varustab tualettruume kulumaterjalidega,restock toilet facilities' supplies,F,3,koristaja,False
476,koristajatädi kõrvaldab meditsiinilisi jäätmeid,koristajaonu kõrvaldab meditsiinilisi jäätmeid,dispose medical waste,F,3,koristaja,False
477,koristajatädi sordib jäätmeid,koristajaonu sordib jäätmeid,sort waste,F,2,koristaja,False
478,koristajatädi kasutab puhastusvahendeid,koristajaonu kasutab puhastusvahendeid,operate janitorial tools,F,2,koristaja,False
479,koristajatädi pühib tolmu,koristajaonu pühib tolmu,remove dust,F,2,koristaja,False
480,koristajatädi paigutab mööblit,koristajaonu paigutab mööblit,arrange furniture,F,2,koristaja,False
481,koristajatädi puhastab pindu,koristajaonu puhastab pindu,clean surfaces,F,2,koristaja,False
482,koristajatädi hooldab puhastustarbeid,koristajaonu hooldab puhastustarbeid,maintain cleaning equipment,F,2,koristaja,False
483,koristajatädi koristab tavajäätmeid,koristajaonu koristab tavajäätmeid,manage routine waste,F,2,koristaja,False
484,koristajatädi puhastab klaaspindu,koristajaonu puhastab klaaspindu,clean glass surfaces,F,2,koristaja,False
485,koristajatädi teeb kahjuritõrjet,koristajaonu teeb kahjuritõrjet,perform pest control,F,2,koristaja,False
486,koristajatädi desinfitseerib pindu,koristajaonu desinfitseerib pindu,disinfect surfaces,F,2,koristaja,False
487,koristajatädi suhtleb jäätmekogujatega,koristajaonu suhtleb jäätmekogujatega,communicate with waste collectors,F,2,koristaja,False
488,koristajatädi puhastab mööblit,koristajaonu puhastab mööblit,clean furniture,F,2,koristaja,False
489,koristajatädi hooldab territooriumi,koristajaonu hooldab territooriumi,perform ground maintenance activities,F,2,koristaja,False
490,koristajatädi koristab tualettruume,koristajaonu koristab tualettruume,clean toilet facilities,F,2,koristaja,False
491,koristajatädi koristab lund,koristajaonu koristab lund,remove snow,F,2,koristaja,False
492,koristajatädi teeb survepesu,koristajaonu teeb survepesu,carry out pressure washing activities,F,2,koristaja,False
493,koristajatädi puhastab ruume,koristajaonu puhastab ruume,clean rooms,F,2,koristaja,False
494,koristajatädi teeb umbrohutõrjet,koristajaonu teeb umbrohutõrjet,perform weed control operations,F,2,koristaja,False
495,koristajatädi pihustab pestitsiide,koristajaonu pihustab pestitsiide,spray pesticides,F,2,koristaja,False
496,koristajatädi puhastab puitpindu,koristajaonu puhastab puitpindu,clean wood surface,F,2,koristaja,False
497,koristajatädi hävitab toidujäätmeid,koristajaonu hävitab toidujäätmeid,dispose food waste,F,2,koristaja,False
498,koristajatädi hooldab muru,koristajaonu hooldab muru,provide lawn care,F,2,koristaja,False
499,korraldajatädi juhib ürituse tehnilise varustuse paigaldamist,korraldajaonu juhib ürituse tehnilise varustuse paigaldamist,manage event structure installation,F,5,korraldaja,False
500,korraldajatädi räägib ürituse teenuseosutajatega lepingutingimusi läbi,korraldajaonu räägib ürituse teenuseosutajatega lepingutingimusi läbi,negotiate contracts with event providers,F,5,korraldaja,False
501,korraldajatädi korraldab majutust transporti ja tegevusi,korraldajaonu korraldab majutust transporti ja tegevusi,make logistical arrangements,F,5,korraldaja,False
502,korraldajatädi suhtleb hotellide bussiettevõtete ja restoranidega,korraldajaonu suhtleb hotellide bussiettevõtete ja restoranidega,liaise with guest facilities providers,F,5,korraldaja,False
503,korraldajatädi hangib ürituse jaoks lubasid,korraldajaonu hangib ürituse jaoks lubasid,obtain event permits,F,4,korraldaja,False
504,korraldajatädi vaatab ürituste arveid üle,korraldajaonu vaatab ürituste arveid üle,review event bills,F,4,korraldaja,False
505,korraldajatädi korraldab ürituste osalejate registreerimist,korraldajaonu korraldab ürituste osalejate registreerimist,organise event participants' registration,F,4,korraldaja,False
506,korraldajatädi valib ürituse teenusepakkujaid,korraldajaonu valib ürituse teenusepakkujaid,select event providers,F,3,korraldaja,False
507,korraldajatädi tagab kohapealset vastuvõtukorraldust,korraldajaonu tagab kohapealset vastuvõtukorraldust,organise on-site amenities,F,3,korraldaja,False
508,korraldajatädi levitab ürituse reklaami,korraldajaonu levitab ürituse reklaami,solicit event publicity,F,3,korraldaja,False
509,korraldajatädi suhtleb ürituste sponsoritega,korraldajaonu suhtleb ürituste sponsoritega,liaise with event sponsors,F,3,korraldaja,False
510,korraldajatädi koostab sündmusepõhiseid menüüsid,korraldajaonu koostab sündmusepõhiseid menüüsid,create event-specific menus,F,3,korraldaja,False
511,korraldajatädi suhtleb üritustel esinejatega,korraldajaonu suhtleb üritustel esinejatega,contact event speakers,F,3,korraldaja,False
512,korraldajatädi reklaamib üritust,korraldajaonu reklaamib üritust,promote event,F,2,korraldaja,False
513,korraldajatädi korraldab toitlustust,korraldajaonu korraldab toitlustust,coordinate catering,F,2,korraldaja,False
514,korraldajatädi korraldab erisündmusi,korraldajaonu korraldab erisündmusi,arrange special events,F,2,korraldaja,False
515,korraldajatädi prognoosib toitlustusvajadusi,korraldajaonu prognoosib toitlustusvajadusi,forecast catering services,F,2,korraldaja,False
516,korraldajatädi teeb hinnapakkumisi,korraldajaonu teeb hinnapakkumisi,quote prices,F,2,korraldaja,False
517,korraldajatädi suhtleb reklaamiagentuuridega,korraldajaonu suhtleb reklaamiagentuuridega,liaise with advertising agencies,F,2,korraldaja,False
518,kulleritädi käitleb pakke ja saadetisi,kullerionu käitleb pakke ja saadetisi,handle delivered packages,M,4,kulleri,False
519,kulleritädi toimetab mööblit kätte,kullerionu toimetab mööblit kätte,handle delivery of furniture goods,M,3,kulleri,False
520,kulleritädi jälgib kaupade kättetoimetamist,kullerionu jälgib kaupade kättetoimetamist,monitor merchandise delivery,M,3,kulleri,False
521,kunstitädi valib kunstiteoste loomiseks kunstilisi materjale,kunstionu valib kunstiteoste loomiseks kunstilisi materjale,select artistic materials to create artworks,F,5,kunsti,False
522,kunstitädi kasutab kunstilisi materjale joonistamiseks,kunstionu kasutab kunstilisi materjale joonistamiseks,use artistic materials for drawing,F,4,kunsti,False
523,kunstitädi töötab kunstiprojektide eelarveid välja,kunstionu töötab kunstiprojektide eelarveid välja,develop artistic project budgets,F,4,kunsti,False
524,kunstitädi loob originaalseid joonistusi,kunstionu loob originaalseid joonistusi,create original drawings,F,3,kunsti,False
525,kunstitädi koostab kunstilist portfooliot,kunstionu koostab kunstilist portfooliot,maintain an artistic portfolio,F,3,kunsti,False
526,kunstitädi jälgib kunstivaldkonna arenguid,kunstionu jälgib kunstivaldkonna arenguid,monitor art scene developments,F,3,kunsti,False
527,kunstitädi uurib kunstilisi võtteid,kunstionu uurib kunstilisi võtteid,study artistic techniques,F,3,kunsti,False
528,kunstitädi kontekstualiseerib kunstilist tegevust,kunstionu kontekstualiseerib kunstilist tegevust,contextualise artistic work,F,3,kunsti,False
529,kunstitädi loob originaalseid maale,kunstionu loob originaalseid maale,create original paintings,F,3,kunsti,False
530,kunstitädi arutleb kunstiteose üle,kunstionu arutleb kunstiteose üle,discuss artwork,F,3,kunsti,False
531,kunstitädi arendab kunstialaseid haridustegevusi,kunstionu arendab kunstialaseid haridustegevusi,develop artistic educational activities,F,3,kunsti,False
532,kunstitädi esitab esialgset kunstiteost,kunstionu esitab esialgset kunstiteost,submit preliminary artwork,F,3,kunsti,False
533,kunstitädi loob kunstiteost,kunstionu loob kunstiteost,create artwork,F,2,kunsti,False
534,kunstitädi loob visandeid,kunstionu loob visandeid,create sketches,F,2,kunsti,False
535,kunstitädi kasutab värvimistehnikaid,kunstionu kasutab värvimistehnikaid,use painting techniques,F,2,kunsti,False
536,kunstitädi kasutab olustikumaalitehnikaid,kunstionu kasutab olustikumaalitehnikaid,use genre painting techniques,F,2,kunsti,False
537,kunstitädi kavandab kunstiharidustegevust,kunstionu kavandab kunstiharidustegevust,plan art educational activities,F,2,kunsti,False
538,kunstitädi värvib esinemispaiku,kunstionu värvib esinemispaiku,paint sets,F,2,kunsti,False
539,kunstitädi uurib kunstiteoseid,kunstionu uurib kunstiteoseid,study artworks,F,2,kunsti,False
540,laotädi abistab raskete laadungite liigutamisel,laoonu abistab raskete laadungite liigutamisel,assist in the movement of heavy loads,M,4,lao,False
541,laotädi valmistab tellimusi saatmiseks ette,laoonu valmistab tellimusi saatmiseks ette,dispatch order processing,M,4,lao,False
542,laotädi kontrollib kahjustatud toodete esinemist,laoonu kontrollib kahjustatud toodete esinemist,check for damaged items,M,4,lao,False
543,laotädi koostab tellitud kaupadest saadetist,laoonu koostab tellitud kaupadest saadetist,pick orders for dispatching,M,4,lao,False
544,laotädi tuvastab veoeelselt kahjustatud kaupu,laoonu tuvastab veoeelselt kahjustatud kaupu,identify damaged goods before shipment,M,4,lao,False
545,laotädi võtab saadetiste pakendamisteavet vastu,laoonu võtab saadetiste pakendamisteavet vastu,receive shipment packaging information,M,4,lao,False
546,laotädi kasutab lao registreerimissüsteemi,laoonu kasutab lao registreerimissüsteemi,operate warehouse record systems,M,3,lao,False
547,laotädi puhastab tööstuslikke mahuteid,laoonu puhastab tööstuslikke mahuteid,clean industrial containers,M,3,lao,False
548,laotädi võtab kaupu vastu,laoonu võtab kaupu vastu,receive goods,M,3,lao,False
549,laotädi laeb kaupu konteineritesse,laoonu laeb kaupu konteineritesse,stack goods,M,3,lao,False
550,laotädi haldab laovarude dokumentatsiooni,laoonu haldab laovarude dokumentatsiooni,handle paperwork related to warehouse stock,M,3,lao,False
551,laotädi haldab saadetise dokumentatsiooni,laoonu haldab saadetise dokumentatsiooni,handle shipment paperwork,M,3,lao,False
552,laotädi laeb saadetavaid tooteid,laoonu laeb saadetavaid tooteid,load products for dispatch,M,3,lao,False
553,laotädi kinnitab kaupu turvaliselt,laoonu kinnitab kaupu turvaliselt,secure goods ,M,3,lao,False
554,laotädi jälgib kaupade kvaliteedikontrolli,laoonu jälgib kaupade kvaliteedikontrolli,oversee stock quality control,M,3,lao,False
555,laotädi kasutab laomärgistustööriistu,laoonu kasutab laomärgistustööriistu,use warehouse marking tools,M,2,lao,False
556,laotädi järgib ladustamisjuhiseid,laoonu järgib ladustamisjuhiseid,follow stock control instructions,M,2,lao,False
557,laotädi töötab kaaluseadmega,laoonu töötab kaaluseadmega,operate weighing machine,M,2,lao,False
558,laotädi haldab laoarvestussüsteeme,laoonu haldab laoarvestussüsteeme,maintain stock control systems,M,2,lao,False
559,laotädi käitab pakenditöötlusseadmeid,laoonu käitab pakenditöötlusseadmeid,operate package processing equipment,M,2,lao,False
560,laotädi laeb kaubaaluseid,laoonu laeb kaubaaluseid,pallets loading,M,2,lao,False
561,laotädi töötab pakendusseadmega,laoonu töötab pakendusseadmega,tend packaging machines,M,2,lao,False
562,laotädi haldab pakendamismaterjali,laoonu haldab pakendamismaterjali,manage packaging material,M,2,lao,False
563,laotädi jälgib pakendamistegevust,laoonu jälgib pakendamistegevust,monitor packaging operations,M,2,lao,False
564,laotädi kasutab laoarvestussüsteemi,laoonu kasutab laoarvestussüsteemi,use a warehouse management system,M,2,lao,False
565,laotädi komplekteerib kaupu,laoonu komplekteerib kaupu,assemble goods,M,2,lao,False
566,laotädi kasutab vöötkoodiskannereid,laoonu kasutab vöötkoodiskannereid,use barcode scanning equipment,M,2,lao,False
567,laotädi töötab logistikarühmas,laoonu töötab logistikarühmas,work in a logistics team,M,2,lao,False
568,lastekaitsetädi toetab sotsiaalteenuste kasutajaid oskuste säilitamisel ja arendamisel,lastekaitseonu toetab sotsiaalteenuste kasutajaid oskuste säilitamisel ja arendamisel,support social service users in skills management,F,7,lastekaitse,False
569,lastekaitsetädi motiveerib sotsiaalteenuste kasutajaid argitoimingutes iseseisvuse säilitamiseks,lastekaitseonu motiveerib sotsiaalteenuste kasutajaid argitoimingutes iseseisvuse säilitamiseks,encourage social service users to preserve their independence in their daily activities,F,6,lastekaitse,False
570,lastekaitsetädi toetab trauma läbi elanud lapsi,lastekaitseonu toetab trauma läbi elanud lapsi,support traumatised children,F,5,lastekaitse,False
571,lastekaitsetädi aitab laste ohutuse tagamisele kaasa,lastekaitseonu aitab laste ohutuse tagamisele kaasa,contribute to the safeguarding of children,F,5,lastekaitse,False
572,lastekaitsetädi toetab sotsiaalteenuste ohustatud kasutajaid,lastekaitseonu toetab sotsiaalteenuste ohustatud kasutajaid,support harmed social service users,F,4,lastekaitse,False
573,lastekaitsetädi toetab teenusekasutajaid oskuste arendamisel,lastekaitseonu toetab teenusekasutajaid oskuste arendamisel,support service users in developing skills,F,4,lastekaitse,False
574,lastekaitsetädi edendab noorte turvalisuse kaitset,lastekaitseonu edendab noorte turvalisuse kaitset,promote the safeguarding of young people,F,4,lastekaitse,False
575,lastekaitsetädi tegeleb laste probleemidega,lastekaitseonu tegeleb laste probleemidega,handle children's problems,F,3,lastekaitse,False
576,lastekaitsetädi jälgib teenusekasutaja tervist,lastekaitseonu jälgib teenusekasutaja tervist,monitor service users' health,F,3,lastekaitse,False
577,lastekaitsetädi suhtleb sotsiaalteenuste kasutajatega,lastekaitseonu suhtleb sotsiaalteenuste kasutajatega,communicate with social service users,F,3,lastekaitse,False
578,lastekaitsetädi suhtleb noortega,lastekaitseonu suhtleb noortega,communicate with youth,F,2,lastekaitse,False
579,laulutädi tuleb rambipalavikuga toime,lauluonu tuleb rambipalavikuga toime,cope with stage fright,M,3,laulu,False
580,laulutädi esitab ansamblis muusikat,lauluonu esitab ansamblis muusikat,perform music in ensemble,M,3,laulu,False
581,laulutädi esineb noorele publikule,lauluonu esineb noorele publikule,perform for young audiences,M,3,laulu,False
582,laulutädi esitab solistina muusikat,lauluonu esitab solistina muusikat,perform music solo,M,3,laulu,False
583,laulutädi osaleb stuudiosalvestustel,lauluonu osaleb stuudiosalvestustel,participate in music studio recordings,M,2,laulu,False
584,laulutädi harjutab laulmist,lauluonu harjutab laulmist,practise singing,M,2,laulu,False
585,laulutädi kujundab kontserti,lauluonu kujundab kontserti,design a music show,M,2,laulu,False
586,laulutädi komponeerib muusikat,lauluonu komponeerib muusikat,compose music,M,2,laulu,False
587,laulutädi töötab heliloojatega,lauluonu töötab heliloojatega,work with composers,M,2,laulu,False
588,laulutädi loeb partituuri,lauluonu loeb partituuri,read musical score,M,2,laulu,False
589,lehetädi tagab avaldatud artiklite ühtsust,leheonu tagab avaldatud artiklite ühtsust,ensure consistency of published articles,F,4,lehe,False
590,lehetädi loob uudistevoo tagamiseks kontakte,leheonu loob uudistevoo tagamiseks kontakte,build contacts to maintain news flow,F,4,lehe,True
591,lehetädi loob veebipõhiste uudiste sisu,leheonu loob veebipõhiste uudiste sisu,create online news content,F,4,lehe,True
592,lehetädi osaleb toimetuse koosolekutel,leheonu osaleb toimetuse koosolekutel,participate in editorial meetings,F,3,lehe,False
593,lehetädi otsib allikatest teavet,leheonu otsib allikatest teavet,consult information sources,F,3,lehe,True
594,lehetädi järgib ajakirjanike eetikakoodeksit,leheonu järgib ajakirjanike eetikakoodeksit,follow ethical code of conduct of journalists,F,3,lehe,False
595,lehetädi esitab üritustel küsimusi,leheonu esitab üritustel küsimusi,ask questions at events,F,3,lehe,False
596,lehetädi kontrollib teabe õigsust,leheonu kontrollib teabe õigsust,check correctness of information,F,3,lehe,True
597,lehetädi austab kultuurieelistusi,leheonu austab kultuurieelistusi,respect cultural preferences,F,2,lehe,False
598,lehetädi kontrollib lugusid,leheonu kontrollib lugusid,check stories,F,2,lehe,False
599,lehetädi jälgib uudiseid,leheonu jälgib uudiseid,follow the news,F,2,lehe,True
600,lehetädi intervjueerib inimesi,leheonu intervjueerib inimesi,interview people,F,2,lehe,True
601,lehetädi kirjutab pealkirju,leheonu kirjutab pealkirju,write headlines,F,2,lehe,True
602,lehetädi kirjutab pildiallkirju,leheonu kirjutab pildiallkirju,write captions,F,2,lehe,False
603,lennukitädi serveerib toitu ja jooke,lennukionu serveerib toitu ja jooke,provide food and beverages,F,4,lennuki,False
604,lennukitädi valmistab lennuaruandeid ette,lennukionu valmistab lennuaruandeid ette,prepare flight reports,F,3,lennuki,False
605,lennukitädi täidab lennueelseid ülesandeid,lennukionu täidab lennueelseid ülesandeid,carry out pre-flight duties,F,3,lennuki,False
606,lennukitädi teeb korralisi lennutegevuskontrolle,lennukionu teeb korralisi lennutegevuskontrolle,perform routine flight operations checks,F,3,lennuki,False
607,lennukitädi annab reisijatele teavet,lennukionu annab reisijatele teavet,provide information to passengers,F,3,lennuki,False
608,lennukitädi on reisijatega sõbralik,lennukionu on reisijatega sõbralik,be friendly to passengers,F,3,lennuki,False
609,lihatädi valmistab liha müügiks ette,lihaonu valmistab liha müügiks ette,prepare meat for sale,F,4,liha,False
610,lihatädi valmistab spetsiaalseid lihatooteid ette,lihaonu valmistab spetsiaalseid lihatooteid ette,prepare specialised meat products,F,4,liha,False
611,lihatädi töötleb põllumajandusloomade elundeid,lihaonu töötleb põllumajandusloomade elundeid,process livestock organs,F,3,liha,False
612,lihatädi töötab lihatööstuse seadmetega,lihaonu töötab lihatööstuse seadmetega,tend meat processing production machines,F,3,liha,False
613,lihatädi toodab lihapõhiseid tarretisvalmistisi,lihaonu toodab lihapõhiseid tarretisvalmistisi,produce meat-based jelly preparations,F,3,liha,False
614,lihatädi töötab lihapakkimisseadmega,lihaonu töötab lihapakkimisseadmega,tend meat packaging machine,F,2,liha,False
615,lihatädi käsitseb lõikamisnuge,lihaonu käsitseb lõikamisnuge,handle knives for cutting activities,F,2,liha,False
616,lihatädi jälgib lihatooteid,lihaonu jälgib lihatooteid,trace meat products,F,2,liha,False
617,lihatädi käsitseb lihatöötlusnugasid,lihaonu käsitseb lihatöötlusnugasid,handle knives for meat processing activities,F,2,liha,False
618,lihatädi peenestab liha,lihaonu peenestab liha,grind meat,F,2,liha,False
619,lihatädi tükeldab loomarümpi,lihaonu tükeldab loomarümpi,split animal carcasses,F,2,liha,False
620,muuseumitädi annab kultuurinäituste kohta nõu,muuseumionu annab kultuurinäituste kohta nõu,advise on cultural exhibitions,F,4,muuseumi,False
621,muuseumitädi korraldab näitust,muuseumionu korraldab näitust,organise an exhibition,F,2,muuseumi,False
622,muuseumitädi suhtleb publikuga,muuseumionu suhtleb publikuga,interact with an audience,F,2,muuseumi,False
623,muuseumitädi reklaamib kunstikogu,muuseumionu reklaamib kunstikogu,advertise an art collection,F,2,muuseumi,False
624,muuseumitädi esitleb näitust,muuseumionu esitleb näitust,present exhibition,F,2,muuseumi,False
625,muusikatädi tutvustab muusikainstrumentide käsitsemise põhivõtteid,muusikaonu tutvustab muusikainstrumentide käsitsemise põhivõtteid,demonstrate a technical foundation in musical instruments,F,4,muusika,False
626,muusikatädi õpetab muusika põhimõtteid,muusikaonu õpetab muusika põhimõtteid,teach music principles,F,3,muusika,False
627,muusikatädi mängib muusikainstrumente,muusikaonu mängib muusikainstrumente,play musical instruments,F,2,muusika,False
628,muusikatädi improviseerib muusikat,muusikaonu improviseerib muusikat,improvise music,F,2,muusika,False
629,muusikatädi hooldab muusikainstrumente,muusikaonu hooldab muusikainstrumente,maintain musical instruments,F,2,muusika,False
630,muusikatädi orkestreerib muusikat,muusikaonu orkestreerib muusikat,orchestrate music,F,2,muusika,False
631,müüjatädi vaatab müüdavaid kaupu üle,müüjaonu vaatab müüdavaid kaupu üle,examine merchandise,F,4,müüja,False
632,müüjatädi jälgib klientide tellimuste liikumist,müüjaonu jälgib klientide tellimuste liikumist,follow up orders for customers,F,4,müüja,False
633,müüjatädi nõustab kliente toodete valimisel,müüjaonu nõustab kliente toodete valimisel,provide customer guidance on product selection,F,4,müüja,False
634,müüjatädi selgitab kliendi vajadusi välja,müüjaonu selgitab kliendi vajadusi välja,identify customer's needs,F,4,müüja,False
635,müüjatädi korraldab klientidele toodete tellimist,müüjaonu korraldab klientidele toodete tellimist,Order products,F,4,müüja,False
636,müüjatädi osutab klientidele müügijärgseid teenuseid,müüjaonu osutab klientidele müügijärgseid teenuseid,provide customer follow-up services,F,4,müüja,False
637,müüjatädi korraldab klientide jaoks eripakendamist,müüjaonu korraldab klientide jaoks eripakendamist,carry out specialised packing for customers,F,4,müüja,False
638,müüjatädi peab kaupade kättetoimetamise registrit,müüjaonu peab kaupade kättetoimetamise registrit,keep records of merchandise delivery,F,4,müüja,False
639,müüjatädi hoiab klientidega suhteid,müüjaonu hoiab klientidega suhteid,maintain relationship with customers,F,3,müüja,False
640,müüjatädi hoiab tarnijatega suhteid,müüjaonu hoiab tarnijatega suhteid,maintain relationship with suppliers,F,3,müüja,False
641,müüjatädi jälgib varude taset,müüjaonu jälgib varude taset,monitor stock level,F,3,müüja,False
642,müüjatädi korraldab toodete väljapanekut,müüjaonu korraldab toodete väljapanekut,organise product display,F,3,müüja,False
643,müüjatädi võtab ostusoove vastu,müüjaonu võtab ostusoove vastu,carry out order intake,F,3,müüja,False
644,müüjatädi tutvustab toote omadusi,müüjaonu tutvustab toote omadusi,demonstrate products' features,F,3,müüja,False
645,müüjatädi planeerib müügijärgset tegevust,müüjaonu planeerib müügijärgset tegevust,plan aftersales arrangements,F,3,müüja,False
646,müüjatädi hoiab kauplust puhtana,müüjaonu hoiab kauplust puhtana,maintain store cleanliness,F,3,müüja,False
647,müüjatädi jälgib kaupade väljapanekuid,müüjaonu jälgib kaupade väljapanekuid,supervise merchandise displays,F,3,müüja,False
648,müüjatädi väljastab ostutšekke,müüjaonu väljastab ostutšekke,prepare sales checks,F,2,müüja,False
649,müüjatädi täidab riiuleid,müüjaonu täidab riiuleid,stock shelves,F,2,müüja,False
650,müüjatädi tellib kaupa,müüjaonu tellib kaupa,order supplies,F,2,müüja,False
651,müüjatädi tellib tooteid,müüjaonu tellib tooteid,arrange ordering of products for customers,F,2,müüja,False
652,müüjatädi korraldab laoruume,müüjaonu korraldab laoruume,organise storage facilities,F,2,müüja,False
653,pagaritädi koostab uusi retsepte,pagarionu koostab uusi retsepte,create new recipes,F,3,pagari,False
654,pagaritädi valmistab küpsetisi,pagarionu valmistab küpsetisi,bake goods,F,2,pagari,False
655,pagaritädi vormib tainast,pagarionu vormib tainast,mould doughs,F,2,pagari,False
656,pagaritädi segab toiduaineid,pagarionu segab toiduaineid,operate mixing of food products,F,2,pagari,False
657,pangatädi annab finantstoodete kohta teavet,pangaonu annab finantstoodete kohta teavet,provide financial product information,F,4,panga,False
658,pangatädi esitab statistilisi finantsandmeid,pangaonu esitab statistilisi finantsandmeid,produce statistical financial records,F,3,panga,False
659,pangatädi haldab juurdepääsu varahoidlale,pangaonu haldab juurdepääsu varahoidlale,manage vault access,F,3,panga,False
660,pangatädi haldab panga varahoidlat,pangaonu haldab panga varahoidlat,manage bank vault,F,3,panga,False
661,pangatädi tagab sularahavedude turvalisust,pangaonu tagab sularahavedude turvalisust,ensure safe transport of money,F,3,panga,False
